n_blocks,combo,model,k,C,n_train_windows,auc,acc,p_high_low,p_high_moderate,p_high_high
2,2_4,svm_lin,20,1.0,618,0.5,0.5,0.9999999999999499,0.9999999999999499,0.99999999999995
2,2_4,logreg,30,0.003,618,0.6010433358469224,0.5,0.9846358299255371,0.9947758913040161,0.9966028928756714
2,2_4,svm_lin,30,0.01,618,0.5,0.5,0.9999999999999499,0.9999999999999499,0.99999999999995
2,2_4,svm_lin,30,0.1,618,0.5,0.5,0.9999999999999499,0.9999999999999499,0.99999999999995
2,2_4,svm_lin,30,1.0,618,0.5,0.5,0.9999999999999499,0.9999999999999499,0.99999999999995
2,2_4,logreg,40,0.003,618,0.6127050146102365,0.5,0.995346188545227,0.9983408451080322,0.9989587068557739
2,2_4,svm_lin,40,0.01,618,0.5,0.5,0.9999999999999499,0.9999999999999499,0.99999999999995
2,2_4,svm_lin,40,0.1,618,0.5,0.5,0.9999999999999499,0.9999999999999499,0.99999999999995
2,2_4,svm_lin,40,1.0,618,0.5,0.5,0.9999999999999499,0.9999999999999499,0.99999999999995
2,2_4,logreg,54,0.003,618,0.6534104298237347,0.5,0.9716693758964539,0.9953756332397461,0.9981961250305176
2,2_4,svm_lin,54,0.01,618,0.5,0.5,0.9999999999999499,0.9999999999999499,0.99999999999995
2,2_4,svm_lin,54,0.1,618,0.5,0.5,0.9999999999999499,0.9999999999999499,0.99999999999995
2,2_4,svm_lin,54,1.0,618,0.5,0.5,0.9999999999999499,0.9999999999999499,0.99999999999995
2,2_5,logreg,10,0.003,618,0.5294973607314545,0.5,0.9734219312667847,0.9706582427024841,0.9733495116233826
2,2_5,svm_lin,10,0.01,618,0.5068485484023,0.5,0.9999999998570837,0.9999999998283696,0.9999999998706601
2,2_5,svm_lin,10,0.1,618,0.5,0.5,0.9999999999999499,0.9999999999999499,0.99999999999995
2,2_5,svm_lin,10,1.0,618,0.5,0.5,0.9999999999999499,0.9999999999999499,0.99999999999995
2,2_5,logreg,20,0.003,618,0.6306614666792346,0.5594660194174758,0.7773652076721191,0.876800537109375,0.9319400191307068
2,2_5,svm_lin,20,0.01,618,0.6181426147610519,0.5,0.9614756807437396,0.9955109479303171,0.9981173338117958
2,2_5,svm_lin,20,0.1,618,0.5886040154585729,0.5,0.9999999999771916,0.9999999999987205,0.999999999998423
2,2_5,svm_lin,20,1.0,618,0.5851753228390988,0.5,0.9999999037757881,0.999999995372733,0.9999999936159918
2,2_5,logreg,30,0.003,618,0.6386617494580074,0.5703883495145631,0.7270470857620239,0.8374994993209839,0.9011365175247192
2,2_5,svm_lin,30,0.01,618,0.6483410311999246,0.5473300970873787,0.8479966119287509,0.9689266748772354,0.9933550103715235
2,2_5,svm_lin,30,0.1,618,0.6073675652747667,0.5,0.9999999969622883,0.9999999989753372,0.9999999999900034
2,2_5,svm_lin,30,1.0,618,0.5828423979639928,0.5,0.9999999999794894,0.999999999953156,0.9999999999998751
2,2_5,logreg,40,0.003,618,0.6401168818927325,0.5716019417475728,0.7208039164543152,0.8298443555831909,0.8949605822563171
2,2_5,svm_lin,40,0.01,618,0.6538728909416534,0.5072815533980582,0.9293695811602795,0.9861479500850595,0.997095583980119
2,2_5,svm_lin,40,0.1,618,0.5304635215383166,0.5,0.9999999999999296,0.999999999999875,0.99999999999995
2,2_5,svm_lin,40,1.0,618,0.5,0.5,0.9999999999999499,0.9999999999999499,0.99999999999995
2,2_5,logreg,54,0.003,618,0.638367188236403,0.5594660194174758,0.7572711706161499,0.8493602871894836,0.89948570728302
2,2_5,svm_lin,54,0.01,618,0.5435125836553869,0.5036407766990292,0.9839936396011506,0.9972606263259955,0.9998129693221476
2,2_5,svm_lin,54,0.1,618,0.5433711942690169,0.5,0.9999999440504104,0.9999999657899286,0.999999999972728
2,2_5,svm_lin,54,1.0,618,0.5012135922330097,0.5,0.9999999999999499,0.9999999999999493,0.99999999999995
2,2_6,logreg,10,0.003,593,0.6180365727212743,0.6310679611650486,0.4511813819408417,0.5944501757621765,0.6947354674339294
2,2_6,svm_lin,10,0.01,593,0.6142661890847394,0.6262135922330098,0.4854002206993516,0.6536617079402718,0.7689637384704839
2,2_6,svm_lin,10,0.1,593,0.6118684607408804,0.5752427184466019,0.34620366653723617,0.4776104097911469,0.5625435345517346
2,2_6,svm_lin,10,1.0,593,0.6096297954566877,0.6298543689320388,0.5274004342824322,0.7287884197820161,0.8545499443460737
2,2_6,logreg,20,0.003,593,0.6313212838156282,0.6201456310679612,0.5113956332206726,0.6777519583702087,0.7818789482116699
2,2_6,svm_lin,20,0.01,593,0.628634885474597,0.6213592233009708,0.5106023079300531,0.7127917020903278,0.8274899205232017
2,2_6,svm_lin,20,0.1,593,0.6181013761900274,0.6031553398058253,0.6496207806085614,0.8735766979181795,0.9581567030160263
2,2_6,svm_lin,20,1.0,593,0.6150320482609106,0.6043689320388349,0.610571201225655,0.8528443247064526,0.9202309003201053
2,2_6,logreg,30,0.003,593,0.6467150532566689,0.6298543689320388,0.4882234036922455,0.6522772312164307,0.7586755752563477
2,2_6,svm_lin,30,0.01,593,0.6332123668583278,0.625,0.5738620830148461,0.7905181419330745,0.9147448296764433
2,2_6,svm_lin,30,0.1,593,0.6135327316429446,0.5606796116504854,0.7911651984826827,0.9493138210572949,0.9884551516920143
2,2_6,svm_lin,30,1.0,593,0.6251178244886417,0.5400485436893204,0.8527744117658211,0.9768549219268619,0.992748342033615
2,2_6,logreg,40,0.003,593,0.6548979639928363,0.6237864077669902,0.539641261100769,0.7137249112129211,0.822377622127533
2,2_6,svm_lin,40,0.01,593,0.6560762088792534,0.6031553398058253,0.6649375082164386,0.8601809737948962,0.9680319127307638
2,2_6,svm_lin,40,0.1,593,0.6514074135168253,0.5424757281553398,0.8442254190058018,0.978261435996305,0.9942524140738236
2,2_6,svm_lin,40,1.0,593,0.6264639692713733,0.5703883495145631,0.7537376485549786,0.9459278526050763,0.9813368222105968
2,2_6,logreg,54,0.003,593,0.6718234517862192,0.6286407766990292,0.5020459890365601,0.6743853092193604,0.7925398945808411
2,2_6,svm_lin,54,0.01,593,0.670919148835894,0.5825242718446602,0.7160604092958026,0.893305228513459,0.9766549719241653
2,2_6,svm_lin,54,0.1,593,0.6521143604486755,0.5412621359223301,0.8426081521026113,0.9691240294668615,0.9883332400341412
2,2_6,svm_lin,54,1.0,593,0.6104751861626919,0.5072815533980582,0.9974248995385785,0.9698241553027105,0.9997486340936945
2,3_4,logreg,10,0.003,618,0.5965336035441606,0.49393203883495146,0.2568289041519165,0.3337516486644745,0.36184677481651306
2,3_4,svm_lin,10,0.01,618,0.5805566028843435,0.4842233009708738,0.17658056229594948,0.25215876261901915,0.26499698330027693
2,3_4,svm_lin,10,0.1,618,0.5650744650768217,0.5606796116504854,0.7502276900793837,0.928791197256997,0.9615221457128286
2,3_4,svm_lin,10,1.0,618,0.5601317277783013,0.5509708737864077,0.7803456090412191,0.9398257547276859,0.9627560745677618
2,3_4,logreg,20,0.003,618,0.6366940804976907,0.5558252427184466,0.32082653045654297,0.4204797148704529,0.45619136095046997
2,3_4,svm_lin,20,0.01,618,0.6070906777264586,0.6286407766990292,0.46693211675176477,0.6730977007429628,0.7375870268093796
2,3_4,svm_lin,20,0.1,618,0.5924745499104533,0.5691747572815534,0.7188843960937209,0.9108257361410546,0.9545057237205402
2,3_4,svm_lin,20,1.0,618,0.5991905457630314,0.6189320388349514,0.586547021256107,0.7764722037829417,0.8437167704051486
2,3_4,logreg,30,0.003,618,0.6322226411537374,0.5849514563106796,0.32004427909851074,0.436248779296875,0.4836128056049347
2,3_4,svm_lin,30,0.01,618,0.60362074653596,0.6201456310679612,0.3933057553650394,0.5966652294161874,0.665461169905029
2,3_4,svm_lin,30,0.1,618,0.5776816853614856,0.5934466019417476,0.6814441752583095,0.8765340910111605,0.9599313816461568
2,3_4,svm_lin,30,1.0,618,0.5863123291544914,0.625,0.5543788431389721,0.7660622253573398,0.8832840819867197
2,3_4,logreg,40,0.003,618,0.6365291262135921,0.5849514563106796,0.32254013419151306,0.44751790165901184,0.4917994439601898
2,3_4,svm_lin,40,0.01,618,0.6062187765105099,0.6104368932038835,0.6244657842990181,0.8291900481690716,0.9295913561589
2,3_4,svm_lin,40,0.1,618,0.5760851635403902,0.5533980582524272,0.7930429010895436,0.9554666213786646,0.9832042689081849
2,3_4,svm_lin,40,1.0,618,0.5776227731171646,0.5849514563106796,0.7015890885077005,0.9022530671645175,0.9592666915893402
2,3_4,logreg,54,0.003,618,0.6296481760769158,0.6140776699029126,0.3429654538631439,0.4843711853027344,0.5233261585235596
2,3_4,svm_lin,54,0.01,618,0.6070788952775945,0.6128640776699029,0.6181797012166611,0.8250366705176783,0.9281889162787567
2,3_4,svm_lin,54,0.1,618,0.6152087849938732,0.5898058252427184,0.684140433186538,0.879462485194108,0.9658903839282014
2,3_4,svm_lin,54,1.0,618,0.6407325148458857,0.5364077669902912,0.8668933440563158,0.9859498667782024,0.9978612520393476
2,3_5,logreg,10,0.003,618,0.5605028749175229,0.49514563106796117,0.09818095713853836,0.0906950831413269,0.09255475550889969
2,3_5,svm_lin,10,0.01,618,0.5781529833160524,0.4975728155339806,0.025991120292890232,0.022580854395243218,0.02274898560399854
2,3_5,svm_lin,10,0.1,618,0.5522728343858988,0.5012135922330098,0.02055810592160045,0.002783672264234645,0.014867998249862619
2,3_5,svm_lin,10,1.0,618,0.5872725987369214,0.5024271844660194,0.011941101850169219,0.00026181793243789644,0.014059786409988149
2,3_5,logreg,20,0.003,618,0.5573039400509002,0.49150485436893204,0.07719206809997559,0.07364963740110397,0.06249978765845299
2,3_5,svm_lin,20,0.01,618,0.5332618531435573,0.5012135922330098,0.020912779723969138,0.00232433975760738,0.012187930478540655
2,3_5,svm_lin,20,0.1,618,0.48472994627203314,0.5012135922330098,0.017820237638506636,2.5003582169996497e-05,0.011387002894709052
2,3_5,svm_lin,20,1.0,618,0.46350386464322746,0.4987864077669903,0.024686298668700847,3.7237551054292012e-06,0.010550932508999926
2,3_5,logreg,30,0.003,618,0.5656400226223018,0.4975728155339806,0.03353460133075714,0.02452976442873478,0.01906318962574005
2,3_5,svm_lin,30,0.01,618,0.5160182392308418,0.5024271844660194,0.005979101279639335,7.249431504336131e-06,0.006675940590187292
2,3_5,svm_lin,30,0.1,618,0.4747030822886229,0.4975728155339806,0.03802948913469885,0.003406206207348636,0.012008531300385383
2,3_5,svm_lin,30,1.0,618,0.47084727589782266,0.4890776699029126,0.04835481984617661,0.018664362621546304,0.012100720583170306
2,3_5,logreg,40,0.003,618,0.5917204731831464,0.5,0.01067639235407114,0.00661268038675189,0.005132910329848528
2,3_5,svm_lin,40,0.01,618,0.580804034310491,0.5,3.0105493447836976e-07,9.997154245617004e-08,7.048405921894931e-07
2,3_5,svm_lin,40,0.1,618,0.49745499104533886,0.5,0.004830047450902026,4.0001691662944605e-07,0.0001546905473184727
2,3_5,svm_lin,40,1.0,618,0.48423508341973803,0.4890776699029126,0.04830861489795363,0.013848637981559945,0.009813548265039615
2,3_5,logreg,54,0.003,618,0.5928751531718353,0.5,0.000562988338060677,0.00045817301725037396,0.0003285380080342293
2,3_5,svm_lin,54,0.01,618,0.49638867942313125,0.5,9.886576980581908e-08,9.801773523676128e-08,9.987803786661368e-08
2,3_5,svm_lin,54,0.1,618,0.5265429116787633,0.5,1.000000153465623e-07,9.999941809565968e-08,1.0000001981166804e-07
2,3_5,svm_lin,54,1.0,618,0.6084692242435668,0.5,4.528019217693184e-07,9.779092104940343e-08,1.3526204556895774e-07
2,3_6,logreg,10,0.003,593,0.6050758789706853,0.5,2.457353548379615e-05,1.90599439520156e-05,2.4537881472497247e-05
2,3_6,svm_lin,10,0.01,593,0.5418689320388349,0.5,5.9240961471186825e-08,5.8452708262416134e-08,5.895817246531326e-08
2,3_6,svm_lin,10,0.1,593,0.5507470072579885,0.5,6.255074377650104e-08,6.240912047207608e-08,6.399658748592017e-08
2,3_6,svm_lin,10,1.0,593,0.5374446224903384,0.5,7.937991764616432e-08,7.933856470129741e-08,8.155023877160886e-08
2,3_6,logreg,20,0.003,593,0.6513926854557452,0.5,1.1656914466584567e-05,5.098638666822808e-06,8.887048352335114e-06
2,3_6,svm_lin,20,0.01,593,0.5875082477142048,0.5,5.7166328789051625e-08,5.704087132359224e-08,5.7943821811748564e-08
2,3_6,svm_lin,20,0.1,593,0.5763915072108586,0.5,8.792248896384711e-08,9.665470578646798e-08,9.86009966961524e-08
2,3_6,svm_lin,20,1.0,593,0.5803032802337638,0.5,7.420261533726515e-08,8.415242805729872e-08,8.566948032051308e-08
2,3_6,logreg,30,0.003,593,0.6732726929965125,0.5,4.84685915580485e-06,3.015961965502356e-06,5.171842076379107e-06
2,3_6,svm_lin,30,0.01,593,0.6068137901781506,0.5,6.795323534147156e-08,7.377941880520221e-08,7.675665831541889e-08
2,3_6,svm_lin,30,0.1,593,0.6087873503628994,0.5,8.773437060999328e-08,9.499393870599079e-08,9.869722693004105e-08
2,3_6,svm_lin,30,1.0,593,0.6021597228768026,0.5,8.295689614020736e-08,9.262197891883438e-08,9.729037256584246e-08
2,3_6,logreg,40,0.003,593,0.6873762842869263,0.5,4.724100108433049e-06,3.3977228213188937e-06,5.587207397184102e-06
2,3_6,svm_lin,40,0.01,593,0.6152500235648978,0.5,8.633017846805695e-08,9.047088609715267e-08,9.586490312884811e-08
2,3_6,svm_lin,40,0.1,593,0.6226906400226223,0.5,9.493063924279522e-08,9.938264380392246e-08,9.960745789790046e-08
2,3_6,svm_lin,40,1.0,593,0.5764680931284758,0.5,9.999961998777548e-08,9.976095230215498e-08,1.0000001983419898e-07
2,3_6,logreg,54,0.003,593,0.6890317183523423,0.5,3.7754989534732886e-06,3.0224914553400595e-06,4.880123469774844e-06
2,3_6,svm_lin,54,0.01,593,0.6309560279008389,0.5,6.262845161384309e-08,6.443884894686856e-08,7.005716727699011e-08
2,3_6,svm_lin,54,0.1,593,0.6356277688754831,0.5,9.010782276360902e-08,9.297731578370285e-08,9.830940434709137e-08
2,3_6,svm_lin,54,1.0,593,0.533238288245829,0.5,9.979799701382036e-08,9.975713285999886e-08,1.0000001994574192e-07
2,4_5,logreg,10,0.003,618,0.4572532755207842,0.5,0.9098787307739258,0.9095552563667297,0.9064206480979919
2,4_5,svm_lin,10,0.01,618,0.4695659345838439,0.5,0.9967454310711353,0.9966512008451376,0.996472307871208
2,4_5,svm_lin,10,0.1,618,0.49605287963050243,0.5072815533980582,0.9007401330867604,0.9092621167512899,0.9161396861603022
2,4_5,svm_lin,10,1.0,618,0.5132199076256009,0.5121359223300971,0.6238597138145858,0.6474697537994193,0.6554508282646639
2,4_5,logreg,20,0.003,618,0.43097252332924874,0.5,0.9868221879005432,0.9872487187385559,0.9864791035652161
2,4_5,svm_lin,20,0.01,618,0.456004335941182,0.5,0.9999999624227525,0.9999999645945529,0.9999999743170678
2,4_5,svm_lin,20,0.1,618,0.4785736167405033,0.4987864077669903,0.9441586485903859,0.9636416493656231,0.9587895591620091
2,4_5,svm_lin,20,1.0,618,0.5030516542558205,0.5036407766990292,0.987130791787028,0.9648499869109877,0.9825684009967792
2,4_5,logreg,30,0.003,618,0.4371465265340749,0.5,0.9839780330657959,0.9850812554359436,0.9841119050979614
2,4_5,svm_lin,30,0.01,618,0.4657837684984447,0.5,0.9990570744019792,0.9996831475914418,0.9996289948993053
2,4_5,svm_lin,30,0.1,618,0.46895913846733905,0.5,0.9691775339722305,0.9871410340388803,0.9837383036412456
2,4_5,svm_lin,30,1.0,618,0.4875076585917617,0.5,0.9999914043984439,0.9999999444356243,0.9999925476155335
2,4_5,logreg,40,0.003,618,0.44117023282118956,0.5,0.9844881296157837,0.9860533475875854,0.9849087595939636
2,4_5,svm_lin,40,0.01,618,0.4865444433971156,0.5072815533980582,0.9062388467837259,0.9461905455410806,0.9436037091332092
2,4_5,svm_lin,40,0.1,618,0.5223984352907908,0.5339805825242718,0.5074323670075875,0.5931241419952077,0.5944004070860831
2,4_5,svm_lin,40,1.0,618,0.5584939673861815,0.5716019417475728,0.5727188579177522,0.6080798611580098,0.7113417099435217
2,4_5,logreg,54,0.003,618,0.3444068715241776,0.5,0.9885752201080322,0.9882555603981018,0.9851046204566956
2,4_5,svm_lin,54,0.01,618,0.362522386652842,0.5012135922330098,0.9855710380108991,0.9924138368218938,0.9918907509558555
2,4_5,svm_lin,54,0.1,618,0.3745552125553775,0.5036407766990292,0.9373070936396136,0.9596833136149521,0.9483849303395765
2,4_5,svm_lin,54,1.0,618,0.39823793477236313,0.5109223300970874,0.9222380531332414,0.9270729451452293,0.9364833003308369
2,4_6,logreg,10,0.003,593,0.46064072956923374,0.49514563106796117,0.4946085512638092,0.5561776161193848,0.506902813911438
2,4_6,svm_lin,10,0.01,593,0.46224314261476096,0.49150485436893204,0.5833817727841956,0.7115808735752757,0.6205343938469066
2,4_6,svm_lin,10,0.1,593,0.4662904137996041,0.47451456310679613,0.35061649451725996,0.4612332580194933,0.3754211696924787
2,4_6,svm_lin,10,1.0,593,0.4852424827976246,0.49514563106796117,0.24238672469293623,0.30772133360809084,0.2599660273526607
2,4_6,logreg,20,0.003,593,0.43096663210481667,0.470873786407767,0.6407541632652283,0.6989758610725403,0.6405593752861023
2,4_6,svm_lin,20,0.01,593,0.43757658591761717,0.47815533980582525,0.7489869464865303,0.8358178725722796,0.7582782681795398
2,4_6,svm_lin,20,0.1,593,0.41880125365255916,0.4733009708737864,0.11495517708989632,0.1386675273245618,0.070713467707079
2,4_6,svm_lin,20,1.0,593,0.5071107078895277,0.4878640776699029,0.029434084743412848,0.028256813428806118,0.0004147747604653551
2,4_6,logreg,30,0.003,593,0.6146726835705534,0.5970873786407767,0.3260621726512909,0.49719882011413574,0.5505850911140442
2,4_6,svm_lin,30,0.01,593,0.6207406447356019,0.5946601941747572,0.3240069836971164,0.5354617207591065,0.5968613352430169
2,4_6,svm_lin,30,0.1,593,0.6130997266471864,0.4963592233009709,0.09029268932314623,0.17794477832703978,0.14866519430870512
2,4_6,svm_lin,30,1.0,593,0.6178480535394477,0.49271844660194175,0.01282005938350436,0.022178463998961687,0.004643962262094964
2,4_6,logreg,40,0.003,593,0.6311445470826658,0.6104368932038835,0.36961042881011963,0.5316356420516968,0.6174653172492981
2,4_6,svm_lin,40,0.01,593,0.6361226317277784,0.616504854368932,0.4027410508914996,0.5663661658481259,0.7003540141208087
2,4_6,svm_lin,40,0.1,593,0.6419844000377039,0.587378640776699,0.29071813653671974,0.43297174481199696,0.5279578092715825
2,4_6,svm_lin,40,1.0,593,0.6555165425582052,0.5521844660194175,0.15768903914208562,0.25324860280719363,0.3227743851977044
2,4_6,logreg,54,0.003,593,0.6190557545480252,0.6213592233009708,0.4186941385269165,0.5906811356544495,0.6886051297187805
