n_blocks,combo,model,k,C,n_train_windows,auc,acc,p_high_low,p_high_moderate,p_high_high
1,1,svm_lin,54,1.0,309,0.5199123385804506,0.5182038834951457,0.82779350382921,0.9090967820382848,0.8989014047810453
1,2,logreg,10,0.003,309,0.4826798001696672,0.5,0.9319704174995422,0.9312679767608643,0.9291912317276001
1,2,svm_lin,10,0.01,309,0.4829625789424074,0.5,0.999999991392836,0.9999999972371973,0.9999999921758077
1,2,svm_lin,10,0.1,309,0.5,0.5,0.9999999999999499,0.9999999999999499,0.99999999999995
1,2,svm_lin,10,1.0,309,0.5,0.5,0.9999999999999499,0.9999999999999499,0.99999999999995
1,2,logreg,20,0.003,309,0.6001508153454614,0.5533980582524272,0.7654500603675842,0.8663368821144104,0.9022358059883118
1,2,svm_lin,20,0.01,309,0.5949341361108493,0.5,0.9999997879082624,0.9999999972242181,0.999999999302744
1,2,svm_lin,20,0.1,309,0.5,0.5,0.9999999999999499,0.9999999999999499,0.99999999999995
1,2,svm_lin,20,1.0,309,0.5,0.5,0.9999999999999499,0.9999999999999499,0.99999999999995
1,2,logreg,30,0.003,309,0.6348442360260156,0.558252427184466,0.7372931241989136,0.8409155011177063,0.886301577091217
1,2,svm_lin,30,0.01,309,0.5839322744839287,0.5,0.9999999996128157,0.9999999998439474,0.9999999999975652
1,2,svm_lin,30,0.1,309,0.5,0.5,0.9999999999999499,0.9999999999999499,0.99999999999995
1,2,svm_lin,30,1.0,309,0.5,0.5,0.9999999999999499,0.9999999999999499,0.99999999999995
1,2,logreg,40,0.003,309,0.6688837307946084,0.5631067961165048,0.7208806276321411,0.866624116897583,0.9234050512313843
1,2,svm_lin,40,0.01,309,0.5315533980582524,0.5,0.9999999769893895,0.9999999999999092,0.99999999999995
1,2,svm_lin,40,0.1,309,0.5,0.5,0.9999999999999499,0.9999999999999499,0.99999999999995
1,2,svm_lin,40,1.0,309,0.5,0.5,0.9999999999999499,0.9999999999999499,0.99999999999995
1,2,logreg,54,0.003,309,0.6744745027806579,0.5776699029126213,0.6672103404998779,0.8214693665504456,0.8839020729064941
1,2,svm_lin,54,0.01,309,0.5133495145631068,0.5,0.999999999900798,0.9999999999999499,0.99999999999995
1,2,svm_lin,54,0.1,309,0.5,0.5,0.9999999999999499,0.9999999999999499,0.99999999999995
1,2,svm_lin,54,1.0,309,0.5,0.5,0.9999999999999499,0.9999999999999499,0.99999999999995
1,3,logreg,10,0.003,309,0.5904950985012725,0.5,5.467756272992119e-05,4.066330075147562e-05,5.753762525273487e-05
1,3,svm_lin,10,0.01,309,0.47623480064096524,0.5,1.0000001838812148e-07,1.0000001830056138e-07,1.00000017676634e-07
1,3,svm_lin,10,0.1,309,0.5024271844660194,0.5,1.0000001994735348e-07,1.0000001994735344e-07,1.0000001994735348e-07
1,3,svm_lin,10,1.0,309,0.508495145631068,0.5,1.0000001994735341e-07,1.0000001994735337e-07,1.0000001994735348e-07
1,3,logreg,20,0.003,309,0.6085575926100482,0.5,5.357014742912725e-06,3.68963787877874e-06,6.232884061319055e-06
1,3,svm_lin,20,0.01,309,0.5278654915637666,0.5,9.99999887570018e-08,1.0000000655944212e-07,1.0000000028577319e-07
1,3,svm_lin,20,0.1,309,0.5036407766990292,0.5,1.0000001994735334e-07,1.0000001994735348e-07,1.0000001994735348e-07
1,3,svm_lin,20,1.0,309,0.581829107361674,0.5,9.972519709532963e-08,9.998612473325816e-08,9.999913997927043e-08
1,3,logreg,30,0.003,309,0.6411419549439156,0.5,7.141871265048394e-06,3.4821659937733784e-06,8.420143785770051e-06
1,3,svm_lin,30,0.01,309,0.6139421717409747,0.5,9.728965027527286e-08,9.953886702262921e-08,9.974751320551749e-08
1,3,svm_lin,30,0.1,309,0.644252521444057,0.5,9.868344463311199e-08,9.884769755202282e-08,9.986684502986277e-08
1,3,svm_lin,30,1.0,309,0.6162809878405128,0.5,9.999995137241636e-08,9.999999006905368e-08,9.99999456718259e-08
1,3,logreg,40,0.003,309,0.6571955415213498,0.5,3.7608706406899728e-06,2.5515096240269486e-06,4.82749373986735e-06
1,3,svm_lin,40,0.01,309,0.601770902064285,0.5,9.691067852934429e-08,9.727450337135761e-08,9.93069155985587e-08
1,3,svm_lin,40,0.1,309,0.5353826939391082,0.5,1.0000001994733423e-07,1.000000199473376e-07,1.0000001994735345e-07
1,3,svm_lin,40,1.0,309,0.5812164200207371,0.5,9.999965208340923e-08,1.0000001988590883e-07,1.0000001994719434e-07
1,3,logreg,54,0.003,309,0.6700325195588651,0.5,2.666005229912116e-06,1.9700869415828492e-06,3.826982265309198e-06
1,3,svm_lin,54,0.01,309,0.611709397681214,0.5,9.743161608046244e-08,9.652795505685912e-08,9.981946955606312e-08
1,3,svm_lin,54,0.1,309,0.604781317749081,0.5,9.908243203262585e-08,9.741043277235714e-08,9.991511405277708e-08
1,3,svm_lin,54,1.0,309,0.6243755302101989,0.5,9.940704605864873e-08,9.809572259663162e-08,9.997029665461882e-08
1,4,logreg,10,0.003,309,0.3503717362616646,0.5,0.9887149930000305,0.9902368783950806,0.9877972602844238
1,4,svm_lin,10,0.01,309,0.4975639786973325,0.5,0.9999999999999498,0.9999999999999499,0.9999999999999498
1,4,svm_lin,10,0.1,309,0.5,0.5,0.9999999999999499,0.9999999999999499,0.99999999999995
1,4,svm_lin,10,1.0,309,0.5,0.5,0.9999999999999499,0.9999999999999499,0.99999999999995
1,4,logreg,20,0.003,309,0.41345202186822505,0.5,0.9919188618659973,0.9930240511894226,0.9914881587028503
1,4,svm_lin,20,0.01,309,0.5,0.5,0.9999999999999499,0.9999999999999499,0.99999999999995
1,4,svm_lin,20,0.1,309,0.5,0.5,0.9999999999999499,0.9999999999999499,0.99999999999995
1,4,svm_lin,20,1.0,309,0.4802585069280798,0.5,0.9999999999703401,0.9999999999983692,0.9999999996122553
1,4,logreg,30,0.003,309,0.4554829625789424,0.5,0.9861620664596558,0.9891198873519897,0.9867779612541199
1,4,svm_lin,30,0.01,309,0.5,0.5,0.9999999999999499,0.9999999999999499,0.99999999999995
1,4,svm_lin,30,0.1,309,0.5123038222264116,0.5,0.9999999985289343,0.9999999998483377,0.9999999998907207
1,4,svm_lin,30,1.0,309,0.5056143368837779,0.5169902912621359,0.519996999149182,0.6688610116715972,0.6278250222493226
1,4,logreg,40,0.003,309,0.4538599302479027,0.5,0.9985634684562683,0.9988062381744385,0.998563289642334
1,4,svm_lin,40,0.01,309,0.5,0.5,0.9999999999999499,0.9999999999999499,0.99999999999995
1,4,svm_lin,40,0.1,309,0.5,0.5,0.9999999999999499,0.9999999999999499,0.99999999999995
1,4,svm_lin,40,1.0,309,0.5187046375718729,0.5,0.9999999992234084,0.999974278380182,0.999999996518318
1,4,logreg,54,0.003,309,0.4506079743613913,0.5,0.9977375268936157,0.9983153343200684,0.9983420968055725
1,4,svm_lin,54,0.01,309,0.5,0.5,0.9999999999999499,0.9999999999999499,0.99999999999995
1,4,svm_lin,54,0.1,309,0.5036584503723254,0.5,0.9999999999977398,0.999999999999946,0.9999999999998131
1,4,svm_lin,54,1.0,309,0.48262383353756244,0.5012135922330098,0.9945764606937094,0.9997964867931213,0.9999745814572752
1,5,logreg,10,0.003,309,0.5656635875200302,0.49029126213592233,0.15922805666923523,0.15669870376586914,0.15488362312316895
1,5,svm_lin,10,0.01,309,0.5481371948345743,0.49514563106796117,0.05767337402485345,0.06450108935380068,0.05365511442641001
1,5,svm_lin,10,0.1,309,0.5372737769818079,0.49393203883495146,0.14142598902095513,0.15832742642615583,0.1553610502475051
1,5,svm_lin,10,1.0,309,0.5519252521444057,0.49393203883495146,0.16767963653608686,0.18372980973761383,0.18767075676598663
1,5,logreg,20,0.003,309,0.5547883872183994,0.4878640776699029,0.15662190318107605,0.14882424473762512,0.1436256468296051
1,5,svm_lin,20,0.01,309,0.5416509567348478,0.4890776699029126,0.05734357244766879,0.06574382201903452,0.03941718955873139
1,5,svm_lin,20,0.1,309,0.5066394099349609,0.4830097087378641,0.051636020338625147,0.04906219680019602,0.016144993849227685
1,5,svm_lin,20,1.0,309,0.5821177773588463,0.49271844660194175,0.02994990971418249,0.01979223969651954,0.0069337446599060035
1,5,logreg,30,0.003,309,0.5508589405221981,0.48058252427184467,0.17941050231456757,0.1708746999502182,0.16296862065792084
1,5,svm_lin,30,0.01,309,0.5104039023470639,0.5,0.0005055168203291919,0.00014627025905985172,0.0001292692731923658
1,5,svm_lin,30,0.1,309,0.5403195400131964,0.5,1.5293534051176526e-07,1.0000001970217236e-07,1.0565870608582238e-07
1,5,svm_lin,30,1.0,309,0.5517337873503629,0.5,0.00030650294810521386,1.3744660025949521e-05,1.5236727082407981e-06
1,5,logreg,40,0.003,309,0.5674132811763597,0.5,0.012773754075169563,0.012982577085494995,0.005916255060583353
1,5,svm_lin,40,0.01,309,0.4885798614384014,0.5,1.0000001992434986e-07,9.999995008590349e-08,1.0000001993190244e-07
1,5,svm_lin,40,0.1,309,0.5044213639362806,0.5,1.0000001921833208e-07,1.0000001848689836e-07,1.0000001986944963e-07
1,5,svm_lin,40,1.0,309,0.5083832123668584,0.4830097087378641,0.04969991876503125,0.03624131698163668,0.011403182076311927
1,5,logreg,54,0.003,309,0.40914553680837024,0.4963592233009709,0.0502900667488575,0.0331236869096756,0.006164773367345333
1,5,svm_lin,54,0.01,309,0.5120622820246961,0.5,9.999169762892043e-08,2.5196988778875715e-07,1.0000001994597688e-07
1,5,svm_lin,54,0.1,309,0.5536395984541428,0.5,9.885865596487585e-08,1.0546975735374521e-07,1.0000001029846208e-07
1,5,svm_lin,54,1.0,309,0.40443255726270144,0.42354368932038833,0.2273310517745585,0.08117975899893524,0.004994669507358766
1,6,logreg,10,0.003,284,0.6524472146290885,0.5,0.0014871914172545075,0.001169451279565692,0.001506072818301618
1,6,svm_lin,10,0.01,284,0.43489018757658593,0.5,2.495621998736409e-06,2.0067500879857379e-07,6.422156169980545e-08
1,6,svm_lin,10,0.1,284,0.3966738146856443,0.5,1.5030124746812643e-06,5.874354011421432e-08,5.002180047693393e-08
1,6,svm_lin,10,1.0,284,0.4010657224997644,0.5,3.4346090692096366e-07,6.161773608178919e-07,5.047491956710999e-08
1,6,logreg,20,0.003,284,0.6547565746064663,0.5,0.001177850877866149,0.001044567092321813,0.0012935162521898746
1,6,svm_lin,20,0.01,284,0.49885710246017534,0.5,2.266245960978632e-06,2.444006750389022e-06,8.102878707625778e-08
1,6,svm_lin,20,0.1,284,0.4184595626354981,0.5,2.545845054754699e-06,2.2856817080537213e-07,5.007429714949918e-08
1,6,svm_lin,20,1.0,284,0.4619927655763974,0.5,9.411766462898665e-08,5.523869754139285e-08,5.029170855505445e-08
1,6,logreg,30,0.003,284,0.6697909793571495,0.5,2.1546871721511707e-05,2.0532215785351582e-05,2.783648051263299e-05
1,6,svm_lin,30,0.01,284,0.417352012442266,0.5,1.7418437190352252e-06,5.4426738696041745e-08,5.015128500078208e-08
1,6,svm_lin,30,0.1,284,0.4939202563860873,0.5,5.0000408227053986e-08,5.000001575438126e-08,5.0000018289315786e-08
1,6,svm_lin,30,1.0,284,0.5644028654915638,0.5,2.1947690478923737e-07,5.0936907308797774e-08,5.298233783985459e-08
1,6,logreg,40,0.003,284,0.6644240738995192,0.5,2.7831780244014226e-05,2.8438440494937822e-05,3.510366877890192e-05
1,6,svm_lin,40,0.01,284,0.44405398718069566,0.5,9.871731354991177e-07,2.864852258112321e-07,5.2689040058153427e-08
1,6,svm_lin,40,0.1,284,0.5581316570836082,0.5,2.229565101219137e-05,3.4201473121062503e-06,9.546775792984328e-07
1,6,svm_lin,40,1.0,284,0.6110053963615798,0.5,0.00953111320031265,0.0016170227175727194,0.011537559144246938
1,6,logreg,54,0.003,284,0.6674875106042041,0.5,3.849636050290428e-05,4.097599594388157e-05,4.8966296162689105e-05
1,6,svm_lin,54,0.01,284,0.4437829908568197,0.5,8.447353214726475e-07,5.30307553889707e-08,5.000005654759737e-08
1,6,svm_lin,54,0.1,284,0.5316388208125177,0.5,1.0968738270738632e-06,0.001389155119878834,6.208945629578018e-07
1,6,svm_lin,54,1.0,284,0.5862710905834669,0.5,0.013513948409744769,0.008633416382216846,0.004135249783774281
2,1_2,logreg,10,0.003,618,0.6301312564803468,0.5497572815533981,0.3212759494781494,0.40254780650138855,0.47124940156936646
2,1_2,svm_lin,10,0.01,618,0.6063307097747196,0.6262135922330098,0.5699676631800548,0.7218370661628336,0.8630094646661844
2,1_2,svm_lin,10,0.1,618,0.6121394570647564,0.5788834951456311,0.7302142656869379,0.9143965149931348,0.9858627329745496
2,1_2,svm_lin,10,1.0,618,0.6280045244603638,0.5497572815533981,0.8419396037483657,0.9729471352567457,0.9947268179720627
2,1_2,logreg,20,0.003,618,0.6660618342916393,0.5218446601941747,0.21706542372703552,0.24970753490924835,0.3233153820037842
2,1_2,svm_lin,20,0.01,618,0.6590512772174569,0.6092233009708737,0.5229468765025003,0.6611356681717335,0.805183910578782
2,1_2,svm_lin,20,0.1,618,0.6326615373739278,0.5315533980582524,0.8847308037642212,0.9848157044172127,0.9983401106857956
2,1_2,svm_lin,20,1.0,618,0.6259985625412386,0.5133495145631068,0.9404118407424372,0.9931984806036273,0.9997413285712579
2,1_2,logreg,30,0.003,618,0.6540260627768877,0.5898058252427184,0.6492335200309753,0.7817606329917908,0.8624957203865051
2,1_2,svm_lin,30,0.01,618,0.6501614195494392,0.5655339805825242,0.7719011923870857,0.9457164687303261,0.9895352524081216
2,1_2,svm_lin,30,0.1,618,0.6147639975492506,0.5169902912621359,0.934070147136771,0.9953800170091877,0.9997582705990357
2,1_2,svm_lin,30,1.0,618,0.6524177585069281,0.5327669902912622,0.8760140510392267,0.9748073595353459,0.9972824820005757
2,1_2,logreg,40,0.003,618,0.6785659581487415,0.5424757281553398,0.8479629158973694,0.9408484697341919,0.9744201302528381
2,1_2,svm_lin,40,0.01,618,0.7007022339523047,0.5473300970873787,0.84013416350958,0.970043035274522,0.9956618753977352
2,1_2,svm_lin,40,0.1,618,0.6723772268828352,0.5024271844660194,0.9908369093034719,0.9927106754512572,0.9999999848360047
2,1_2,svm_lin,40,1.0,618,0.49170810161183903,0.5,0.9999999999999432,0.9999999999999475,0.9999999999999482
2,1_2,logreg,54,0.003,618,0.7081251767367329,0.5606796116504854,0.7612801194190979,0.9025782346725464,0.9620433449745178
2,1_2,svm_lin,54,0.01,618,0.7224231784334055,0.5995145631067961,0.6906215924732002,0.8700102996358104,0.9865151868035053
2,1_2,svm_lin,54,0.1,618,0.678386275803563,0.5121359223300971,0.9542142292648303,0.98648582733405,0.999995032656389
2,1_2,svm_lin,54,1.0,618,0.504933900461872,0.5,0.9999999999997669,0.9999999999991471,0.99999999999995
2,1_3,logreg,10,0.003,618,0.5627592138750117,0.5,0.20611953735351562,0.20609185099601746,0.2156231850385666
2,1_3,svm_lin,10,0.01,618,0.5529621076444529,0.5,0.02572176987131606,0.024504331109148937,0.027918246040538323
2,1_3,svm_lin,10,0.1,618,0.5418866057121312,0.5,0.03813044165408537,0.04025039006743303,0.04201209147372563
2,1_3,svm_lin,10,1.0,618,0.5330497690640024,0.5,0.019766978901953346,0.02776723602365007,0.023823752166026856
2,1_3,logreg,20,0.003,618,0.6706039683287774,0.5,0.12082366645336151,0.1404874175786972,0.1680675446987152
2,1_3,svm_lin,20,0.01,618,0.6650838910359129,0.5,0.026243669969075827,0.029789083358244626,0.04405119026951965
2,1_3,svm_lin,20,0.1,618,0.656252945612216,0.5,0.031130863874483123,0.05063718285102153,0.06116371661930257
2,1_3,svm_lin,20,1.0,618,0.6091820623998492,0.5,0.0849796979477821,0.2066676585468175,0.19186911468287415
2,1_3,logreg,30,0.003,618,0.6912821660853992,0.5,0.1728358417749405,0.21702653169631958,0.2595822811126709
2,1_3,svm_lin,30,0.01,618,0.6773965500989726,0.5194174757281553,0.14799841601718436,0.20709764182135273,0.26917801134088226
2,1_3,svm_lin,30,0.1,618,0.6799415590536337,0.6347087378640777,0.34649656824647074,0.5337965829807628,0.6475678917022255
2,1_3,svm_lin,30,1.0,618,0.6612192478084645,0.6019417475728155,0.34216210542502457,0.5579169843402834,0.6343441384794892
2,1_3,logreg,40,0.003,618,0.6834055990197003,0.5,0.16331982612609863,0.20482394099235535,0.24343957006931305
2,1_3,svm_lin,40,0.01,618,0.665295975115468,0.4987864077669903,0.08455606867599617,0.11202311250195622,0.14606136120333868
2,1_3,svm_lin,40,0.1,618,0.6547978131774908,0.6116504854368932,0.34428027146696927,0.4559977649686255,0.5743607870014951
2,1_3,svm_lin,40,1.0,618,0.6425205014610236,0.5837378640776699,0.3521571661261213,0.527599353910723,0.6051115607314147
2,1_3,logreg,54,0.003,618,0.6828871712696767,0.5,0.15535347163677216,0.19634079933166504,0.2332964539527893
2,1_3,svm_lin,54,0.01,618,0.655634367046847,0.4987864077669903,0.0569716863412167,0.07902726266363914,0.102171650728987
2,1_3,svm_lin,54,0.1,618,0.6711459609765293,0.6298543689320388,0.3244573484850662,0.5075586836589822,0.6241206238100103
2,1_3,svm_lin,54,1.0,618,0.6329767178810444,0.6092233009708737,0.43742285978447293,0.6832115033086104,0.7281696353572168
2,1_4,logreg,10,0.003,618,0.44502309359977377,0.4963592233009709,0.5992919206619263,0.6068428754806519,0.5944217443466187
2,1_4,svm_lin,10,0.01,618,0.4349373173720426,0.4975728155339806,0.9251542347793851,0.9313319680763136,0.9141401777523886
2,1_4,svm_lin,10,0.1,618,0.44197733056838534,0.5,0.9960476287378024,0.9960338913878799,0.9944984984275687
2,1_4,svm_lin,10,1.0,618,0.42544066358752,0.5,0.9996939684039585,0.9998663292666489,0.9995146649460791
2,1_4,logreg,20,0.003,618,0.4125329908568197,0.5,0.9594863653182983,0.9626089930534363,0.9561510682106018
2,1_4,svm_lin,20,0.01,618,0.40311881421434625,0.5,0.9999999915472984,0.9999999904697298,0.9999906420027137
2,1_4,svm_lin,20,0.1,618,0.41897209916108963,0.5,0.9999999996345467,0.9999999995586685,0.9999999970273602
2,1_4,svm_lin,20,1.0,618,0.4041379960410972,0.5,0.9999999985386029,0.9999999991025134,0.9999999958378851
2,1_4,logreg,30,0.003,618,0.5642673673296258,0.5,0.9248871803283691,0.9488325119018555,0.9578147530555725
2,1_4,svm_lin,30,0.01,618,0.5463403713827882,0.5,0.9998734691693963,0.9999747157864812,0.9999999870409936
2,1_4,svm_lin,30,0.1,618,0.6349355500047129,0.5,0.9950210877208401,0.998545373724823,0.9999898848651024
2,1_4,svm_lin,30,1.0,618,0.5079354793100197,0.5,0.9999464331567374,0.9999439166972013,0.9999978476249665
2,1_4,logreg,40,0.003,618,0.5979474974078612,0.5,0.8926384449005127,0.9211791753768921,0.9381188154220581
2,1_4,svm_lin,40,0.01,618,0.5810396832877746,0.5,0.9982251269968362,0.9971471182265985,0.999546096151738
2,1_4,svm_lin,40,0.1,618,0.5879383070977472,0.5133495145631068,0.9483154929282379,0.9307285063978588,0.9704532293455929
2,1_4,svm_lin,40,1.0,618,0.5661231030257329,0.5473300970873787,0.789255525030385,0.8282695115266216,0.8958013826464576
2,1_4,logreg,54,0.003,618,0.6144605994909982,0.5194174757281553,0.8586426377296448,0.9199243783950806,0.9485498070716858
2,1_4,svm_lin,54,0.01,618,0.5880031105665001,0.5024271844660194,0.9873368395825525,0.9969149711363995,0.9999182131589582
2,1_4,svm_lin,54,0.1,618,0.6836117918748232,0.6225728155339806,0.6455032057119815,0.7499780849745922,0.9281595419407547
2,1_4,svm_lin,54,1.0,618,0.653649024413234,0.5388349514563107,0.09812731059185409,0.08896178398835848,0.18938443167007943
2,1_5,logreg,10,0.003,618,0.6392037421057593,0.5,0.13280382752418518,0.14317846298217773,0.16372276842594147
2,1_5,svm_lin,10,0.01,618,0.6430683853332078,0.5,0.011598385834894993,0.013187609054475882,0.01736638509717824
2,1_5,svm_lin,10,0.1,618,0.6007635026863983,0.49514563106796117,0.11775126339169427,0.1296078109302005,0.15056831729752124
2,1_5,svm_lin,10,1.0,618,0.5773282118955603,0.5169902912621359,0.32046742460157707,0.381236894219294,0.4151288642828116
2,1_5,logreg,20,0.003,618,0.6154974549910454,0.5,0.16585673391819,0.186482235789299,0.20318815112113953
2,1_5,svm_lin,20,0.01,618,0.6120982184937318,0.5,0.03156015978106435,0.04176685097080368,0.048640689418883366
2,1_5,svm_lin,20,0.1,618,0.6081982279196908,0.5012135922330098,0.07130833135569214,0.10036565590243784,0.11032574220479803
2,1_5,svm_lin,20,1.0,618,0.6023835894052221,0.5,0.016815265044437186,0.02865066792975354,0.025040878834966453
2,1_5,logreg,30,0.003,618,0.643710528796305,0.5,0.1283162385225296,0.15454110503196716,0.17531916499137878
2,1_5,svm_lin,30,0.01,618,0.6336365350174381,0.5,0.004366020189740406,0.007037280050367231,0.00711046920035039
2,1_5,svm_lin,30,0.1,618,0.6087696766896031,0.49393203883495146,0.034972605422707956,0.0628156999686715,0.04654676996232412
2,1_5,svm_lin,30,1.0,618,0.6018887265529267,0.5740291262135923,0.398434504705829,0.549701242682322,0.6109619004409301
2,1_5,logreg,40,0.003,618,0.6395984541427091,0.5,0.13310660421848297,0.15817652642726898,0.1832163780927658
2,1_5,svm_lin,40,0.01,618,0.5845155057027053,0.5,0.0022951233489991395,0.002733585991271707,0.002074690172081382
2,1_5,svm_lin,40,0.1,618,0.5545114996700915,0.4854368932038835,0.03997892422371269,0.06387560289828619,0.020322467874338345
2,1_5,svm_lin,40,1.0,618,0.5867364973136017,0.5594660194174758,0.48424309863279913,0.5648506581752069,0.6389876972685177
2,1_5,logreg,54,0.003,618,0.6202516731077387,0.5024271844660194,0.17882473766803741,0.21453644335269928,0.2371232807636261
2,1_5,svm_lin,54,0.01,618,0.5729097935714959,0.5,0.009550665627528713,0.01220376419781167,0.007977659052419397
2,1_5,svm_lin,54,0.1,618,0.5561139127156188,0.5254854368932039,0.3175400597387696,0.3299240972336255,0.35727962336601526
2,1_5,svm_lin,54,1.0,618,0.6425853049297766,0.5594660194174758,0.8282491879402215,0.8828594050463925,0.9587063472400066
2,1_6,logreg,10,0.003,593,0.6300782354604582,0.5,0.16227217018604279,0.207344189286232,0.23621951043605804
2,1_6,svm_lin,10,0.01,593,0.613836129701197,0.5,0.01067361955554191,0.016232048545809105,0.01758968393896654
2,1_6,svm_lin,10,0.1,593,0.6119391554340654,0.5,7.974179926996973e-05,0.00012441036622681023,0.00013287960487614052
2,1_6,svm_lin,10,1.0,593,0.6080509473088886,0.5,0.00010047918604329283,0.00014759562438348072,0.00015237013125501907
2,1_6,logreg,20,0.003,593,0.6909640399660665,0.5,0.18163907527923584,0.22900335490703583,0.2697886824607849
2,1_6,svm_lin,20,0.01,593,0.6677054859081912,0.5,0.0002792286900941526,0.0003659785210329827,0.000544664806168486
2,1_6,svm_lin,20,0.1,593,0.603821048166651,0.5,0.00014666879141393867,3.446445103887639e-05,3.289419988562636e-05
2,1_6,svm_lin,20,1.0,593,0.6498374022056744,0.5,0.0001320233054734564,0.0002653746937138371,0.00028087468578672756
2,1_6,logreg,30,0.003,593,0.6797648223206711,0.5,0.18823061883449554,0.24094565212726593,0.2786327600479126
2,1_6,svm_lin,30,0.01,593,0.6737557733999435,0.5,0.003382539311372181,0.006427276610976517,0.00767892421612573
2,1_6,svm_lin,30,0.1,593,0.6395807804694127,0.5,0.0003733022241790172,0.0006239750350192202,0.0007448146450062682
2,1_6,svm_lin,30,1.0,593,0.6482821189556038,0.5,0.0029958899606070967,0.0022217326784336753,0.001783566444610554
2,1_6,logreg,40,0.003,593,0.6854262889999058,0.5,0.1614684760570526,0.2104979008436203,0.24904310703277588
2,1_6,svm_lin,40,0.01,593,0.6565828541804128,0.5,0.002880515277908969,0.004500430857329283,0.00524210716109046
2,1_6,svm_lin,40,0.1,593,0.6508683664812894,0.5,0.0034497735738345,0.00480401110843509,0.0038506778370781957
2,1_6,svm_lin,40,1.0,593,0.6410241304552738,0.4963592233009709,0.05868452057727421,0.0639283715391216,0.0688393326404076
2,1_6,logreg,54,0.003,593,0.6782979074370818,0.5,0.18956956267356873,0.24611780047416687,0.290710985660553
2,1_6,svm_lin,54,0.01,593,0.6428268451314921,0.5,0.015712749012503816,0.02473940805979375,0.02921950772686072
2,1_6,svm_lin,54,0.1,593,0.6438224620605146,0.5,0.020899084179961638,0.02603011089912438,0.031846689620527995
2,1_6,svm_lin,54,1.0,593,0.6380078235460458,0.5218446601941747,0.08499219618734043,0.12006987810665275,0.145904881374384
2,2_3,logreg,10,0.003,618,0.5899000848336318,0.5,0.17949235439300537,0.1765025407075882,0.20494376122951508
2,2_3,svm_lin,10,0.01,618,0.5755608445659346,0.5194174757281553,0.28184026682335983,0.2854531489882672,0.3206315605266857
2,2_3,svm_lin,10,0.1,618,0.5736403054010746,0.5339805825242718,0.4163891199518193,0.4593076865322761,0.4891601097633909
2,2_3,svm_lin,10,1.0,618,0.5661643415967574,0.5242718446601942,0.47688742863314276,0.516229904367331,0.5414712168696814
2,2_3,logreg,20,0.003,618,0.6589393439532474,0.5788834951456311,0.29532739520072937,0.3325822651386261,0.40132808685302734
2,2_3,svm_lin,20,0.01,618,0.6030492977660475,0.5558252427184466,0.4950451034982715,0.5692899474932596,0.6264051704233194
2,2_3,svm_lin,20,0.1,618,0.645631067961165,0.5388349514563107,0.8645430985146129,0.9789291495766705,0.9894634680455476
2,2_3,svm_lin,20,1.0,618,0.6719353850504288,0.5279126213592233,0.8981105935965694,0.9897520438188123,0.9974545223128969
2,2_3,logreg,30,0.003,618,0.6800122537468187,0.6152912621359223,0.35591021180152893,0.4087338447570801,0.4966250956058502
2,2_3,svm_lin,30,0.01,618,0.6442053916486002,0.5558252427184466,0.7059721378779932,0.8388993589478633,0.8847563246622379
2,2_3,svm_lin,30,0.1,618,0.6927137336223961,0.5643203883495146,0.759244706609228,0.9364375543412802,0.9857281707708365
2,2_3,svm_lin,30,1.0,618,0.6847782543123764,0.6614077669902912,0.4593090874118902,0.680247568752913,0.8481787671290905
2,2_3,logreg,40,0.003,618,0.6904691771137713,0.6213592233009708,0.4705609679222107,0.5680046677589417,0.6475414633750916
2,2_3,svm_lin,40,0.01,618,0.7073652087849939,0.5388349514563107,0.8308274006717705,0.9770883650616663,0.9907888909250107
2,2_3,svm_lin,40,0.1,618,0.6998185502874917,0.5546116504854369,0.8166917962201824,0.9608291700697577,0.9945274488058595
2,2_3,svm_lin,40,1.0,618,0.6736202752380055,0.6432038834951457,0.4251037627995829,0.711096807387258,0.81811193503793
2,2_3,logreg,54,0.003,618,0.7048319822791969,0.5388349514563107,0.7341907024383545,0.8329934477806091,0.873877227306366
2,2_3,svm_lin,54,0.01,618,0.7164376944104063,0.5194174757281553,0.9245486969128007,0.9989076165771815,0.9993897756530987
2,2_3,svm_lin,54,0.1,618,0.6852083136959186,0.5412621359223301,0.8437918633248624,0.9818496921501231,0.9955657725271307
2,2_3,svm_lin,54,1.0,618,0.69326161749458,0.6080097087378641,0.6118764327104624,0.8685978666163656,0.9577161049816315
2,2_4,logreg,10,0.003,618,0.3460181214063531,0.5,0.9978621602058411,0.9980872273445129,0.9976361393928528
2,2_4,svm_lin,10,0.01,618,0.5,0.5,0.9999999999999499,0.9999999999999499,0.99999999999995
2,2_4,svm_lin,10,0.1,618,0.5,0.5,0.9999999999999499,0.9999999999999499,0.99999999999995
2,2_4,svm_lin,10,1.0,618,0.5,0.5,0.9999999999999499,0.9999999999999499,0.99999999999995
2,2_4,logreg,20,0.003,618,0.5291939626732021,0.5,0.9973400235176086,0.9985727071762085,0.9986544251441956
2,2_4,svm_lin,20,0.01,618,0.5,0.5,0.9999999999999499,0.9999999999999499,0.99999999999995
2,2_4,svm_lin,20,0.1,618,0.5,0.5,0.9999999999999499,0.9999999999999499,0.99999999999995
